obdobje,produkt,kolicina,enota,cena_eur_em,znesek_eur_brez_ddv,kategorija
2026,GEN-I – Redni cenik za gospodinjske odjemalce (enotarifni),,,,,naslov
2026,Električna energija ET,1495.0,kWh,0.1089,162.8055,energija
2026,Skupaj električna energija,,,,162.8055,skupaj
2026,Dogovorjena moč za časovni blok 1,5.6,kW,1.711261,9.58306,omreznina
2026,Dogovorjena moč za časovni blok 2,19.6,kW,1.040854,20.40074,omreznina
2026,Dogovorjena moč za časovni blok 3,19.6,kW,0.253007,4.95894,omreznina
2026,Dogovorjena moč za časovni blok 4,19.6,kW,0.018564,0.36385,omreznina
2026,Prevzeta EE za časovni blok 1,151.0,kWh,0.01998,3.01698,omreznina
2026,Prevzeta EE za časovni blok 2,445.0,kWh,0.019513,8.6832,omreznina
2026,Prevzeta EE za časovni blok 3,445.0,kWh,0.017424,7.75381,omreznina
2026,Prevzeta EE za časovni blok 4,358.0,kWh,0.018117,6.4859,omreznina
2026,Skupaj omrežnina za elektroenergetski sistem,,,,62.5538,skupaj
2026,Prispevek za delovanje operaterja trga,1495.0,kWh,0.00013,0.19435,prispevki
2026,Prispevek za energetsko učinkovitost,1495.0,kWh,0.0008,1.196,prispevki
2026,Prispevek za SPTE in OVE,19.6,kW,0.664818,13.03044,prispevki
2026,Skupaj prispevki in ostale dajatve,,,,14.42079,skupaj
2026,Trošarina,1495.0,kWh,0.00153,2.28735,trosarina
2026,Skupaj trošarina,,,,2.28735,skupaj
2026,100% Jedrska energija,7.0,kos,0.0,0.0,poslovanje
2026,Pavšalni strošek poslovanja,7.0,kos,1.99,13.93,poslovanje
2026,E-popust,7.0,kos,-1.0,-7.0,poslovanje
2026,Obračun storitev pogodbenega računa,,,,6.93,skupaj
2026,Skupaj brez DDV,,,,248.99744,skupaj
2026,DDV 22%,,,,54.77944,ddv
2026,Skupaj z DDV,,,,303.77688,skupaj
2026,ZA PLAČILO,,,,303.77688,za_placilo
2026,Dogovorjena moč za časovni blok 5,14.0,kW,0.00245,0.0343,omreznina
2026,Prevzeta EE za časovni blok 5,98.0,kWh,0.01299,1.27302,omreznina
